X,Y
9.539013324176755,4.359787443604166
4.564600768007625,3.8362164685774647
7.70462086112141,6.962050560273945
3.1572201163587525,3.818957876729643
8.918049233135669,5.715009272521476
9.289785910853121,2.388008184105928
8.435273191049575,6.441393890315376
3.4926799326632825,3.0639618013568954
0.13305302944509473,4.552670996258706
8.657413038494276,6.158652206335577
0.5281742683126587,4.444003686907413
7.2368208756770525,7.64479832349132
0.9984511126894406,3.528438046117834
1.8828320919174213,3.923775374831347
1.001688276225282,3.3254744304372474
8.884248038600475,5.79753861430879
8.96093509734676,5.46196562707636
2.3270143512477475,3.7637237115746935
1.2260511218498054,4.530048368736719
0.6734567549316589,5.59445856857659
1.9342701103544124,3.7922701303276174
8.598704585865617,5.935681185626384
3.6084777351331576,2.5216556514342794
6.519919622491629,6.711010209992949
1.2866165649874106,3.3043897978439207
5.0413905498101945,3.736605776998792
0.31565601907376384,8.346899530189912
1.7634789830158146,3.6981674741377986
3.4657029539258626,3.731597284866233
0.1342212962105549,3.9870540018305665
2.186136954258926,4.6231422404762865
8.745936154549254,4.815072227737334
5.821129992094825,7.480707577707955
9.567451942998472,5.134018779081537
1.8605727039903193,3.6308631300848786
8.031008890041344,6.646734255966583
8.868694610323919,5.885636278541115
0.44149099772496625,5.301720517322846
1.6137713615752132,4.419793239796427
9.693515073105942,3.886694553835201
4.418681562193382,7.117564756303998
8.698528571826362,5.868636091576601
4.256358396818894,3.7390985618674426
2.15594442082789,3.7186883671096234
2.497764713509261,3.6753665279350187
0.9369305982700706,5.077757661023163
0.22788880252163435,7.956402937799011
0.30379254821290425,6.615613851722579
1.240492858452527,4.064902328633741
-0.12478873443685345,7.517802230306572
6.071160564730105,7.543662631491678
2.1562786030147314,3.4861503090341337
0.35118116979564784,5.357674597503085
2.7753966025586965,3.27196600590376
8.837440787994867,3.665057041627413
8.02339755241424,7.785344116583899
3.905457075791513,6.871687506424864
8.250926467930013,6.4361780099948795
8.663728704547044,6.291225125646508
7.803916194647344,7.077518350264499
3.7146122582338568,2.281032558735515
8.627424007569125,4.983971433466612
9.14519286621187,4.483137739830349
1.0208497387509263,4.100414342999929
0.3897094179891367,7.863908693375295
4.059113658682126,7.24514405324414
1.7994584611116697,3.317993770244861
2.5231495598358835,3.7624307791216562
3.7464045029960857,2.8391336062595385
8.932792790705818,5.115016229006136
7.290308085798995,7.017047816647295
11.032226815501314,0.7868987329118291
8.858373591898086,5.320937469048186
8.629797445417083,5.815480219981719
1.106850822634705,4.895968715184404
7.222772370442474,7.249775895075372
2.6101661027976655,4.094690269476719
9.003428865576872,3.075663887899733
0.8934824160493169,-0.24597840896364465
8.729579573117535,6.522127825324901
1.4867807230002827,3.4760374650839556
10.040032308529943,4.739015584500229
8.421352665412206,6.257535948086437
6.919532448136353,7.194766827469154
2.1277826975496015,2.7863569117891407
1.902140805628175,3.649013886380164
1.1129378150548868,4.357844104584324
1.6600504000533114,3.8867097746851242
9.303407971601564,4.815239882011871
1.5964189861492764,4.334005225718551
4.813499796642553,7.66452748436215
6.914371220880095,6.6537929459382
1.2653533889298458,4.572586897557435
6.121949187516191,4.367400056917091
8.872106994310403,5.748511070210791
-0.10672880921216782,4.773543944374397
8.496473738781955,5.639101107640176
2.0220402617863518,3.343446588398131
1.87126689696592,3.6113086883681156
3.2074469205327585,3.3362092725028383
1.953648388840148,3.525186665451959
9.27478626981327,5.7497593042385144
8.631335942533987,5.596818014834473
2.5433333648173058,3.38239867072748
1.6498951909681971,4.040310216155901
8.736367799032081,7.152336867510458
8.987095133376034,2.728527104488661
8.403105835665004,6.21639075453865
2.6017202152768832,3.271621653327764
8.511711516320256,1.9164855464568191
7.006052877906744,7.207178128109221
3.4117730606852694,2.6209394250668483
5.26656446042385,3.818642032972947
5.416392215388315,7.9803217189056035
2.611221761243119,3.7246176999135003
0.6309000458076858,5.339607711823736
4.616885566201796,3.121392679089508
8.447653669893125,6.086599155022817
2.6640877150054787,3.470683230713549
9.241609470315202,4.9222122100389765
1.523718906556026,4.121995635928164
9.04446268384505,5.226251561026086
5.356855636789921,7.654058878496757
9.263560755779022,5.364574893512604
-0.001000704330375024,6.647238991131251
1.8388672147601537,4.185314130634593
2.784291389920839,2.5289739169547656
8.69670899450494,6.056531845883831
5.301156980292921,3.9697438369232323
3.0471380934690178,3.2322007149714658
7.373104983939547,6.371868741318632
7.129588946095162,6.425196361862386
7.137075651462215,7.004347150545061
9.765293723173306,5.562114715906054
8.430904244115382,6.324193989062997
8.696208607862065,5.443223452952999
8.769600409279857,5.567680613852048
8.054582678818713,6.38050573639796
8.50164884486859,6.356015762773966
1.2700066515376598,3.526754028968504
7.616071842780571,6.842285654677257
2.1903796197050998,3.651717544225474
7.620323955166408,6.136756163944339
8.205569710912126,5.961136072932093
9.509957095420889,5.10113219960537
7.833965396681267,6.57845193764828
0.41595541828443117,7.303191806304506
8.358849332820663,7.203725219636512
0.7516221620918224,4.0100272044134835
-0.014636509227598848,6.492875879916545
-0.45887220250029237,5.6922919479438905
1.89847520898121,3.644414073476162
8.721958437666355,4.506863896491911
5.632400530637089,7.4131148667732925
0.48249586044408777,5.851077736014674
0.6831085734038362,4.5939917834603055
0.9131856827586926,3.9618848706991483
8.908637472826042,4.056587582395536
1.9725589409544728,3.5630931606195526
9.432003911012577,5.012151363319358
2.403268239590437,2.8334092850949135
0.10050744634063924,6.768779401005855
6.31720022389717,7.930283961116055
9.461179167466245,3.903428710032008
0.641562033677678,4.954718970650201
-0.03847275835456532,5.260228660631256
8.623138328481797,2.3763206122622043
8.924727113103748,5.553685034275842
3.3012275657961934,3.7816408903606717
2.1925095317630103,2.874993489071439
8.911829327747489,5.5951315335802825
7.166186414999106,7.390058618403417
2.0412302530953026,3.8576888203775925
0.14015214705314982,5.627026986348607
2.1438688460813573,3.5275131066174836
9.456220949425035,5.241213203020312
3.549205647128931,3.6028425487617275
1.6763099603912623,3.96247653164613
3.0915335008293723,3.353974819566222
3.9333248458880847,3.747769730766941
8.447158075563948,6.950060943661568
2.2135087084918847,4.4355104383734485
2.490632191005591,3.395379943337172
8.127735754187592,6.339876665923801
0.36634406898328065,3.650015382037691
8.3138375550027,6.4128714031026295
3.5627690932674696,3.3836176030534366
7.435666577318828,6.601499789813316
1.4601864301398768,2.9559468321104774
1.7372493031215117,3.661410104538259
7.319582751985373,6.7707107900678825
2.0294312069381055,3.653132257764762
8.780696700076952,5.659037642918534
2.5568744220911084,2.523131319579461
7.625984354316029,7.025167865664458
9.724883964624127,3.42504960249114
8.38581733926412,6.9612411362081055
5.4883534449176405,7.8930404580389055
8.838326677136376,5.875253499618205
1.5590494346918642,4.314165499715208
2.8166741012649905,3.407741964282172
3.2862924828367155,3.346251812606849
7.0355369411977495,6.924586537620325
2.3975413674733717,3.801434552177912
1.5843217513074817,3.77629279317929
-0.10618918866494442,6.736832228966206
5.177023686910454,7.874004834753533
-0.048424119918111574,5.897477710376233
