X,Y
6.258956881727652,8.241570813427023
6.620541378892819,8.203320373482073
1.485459356068429,0.09870276343874007
1.64258061057667,0.07579238425573687
4.163486852124807,3.5980445993999393
6.502048542215732,3.973316259909778
6.198702920386632,8.380507680558349
1.8093440838001897,0.038423421299115024
6.196561670769342,3.861013425623168
-0.16304340208776047,3.7408397270839124
6.079028969393279,3.812384441498775
4.090354986141176,3.762593964995798
8.35404909375839,2.315464697453999
7.16656586664987,9.0404411325023
4.060940894362912,6.820481586032093
8.416696705719366,7.727562630886767
6.209343553091953,8.143098704660403
2.237987119030302,-0.059885150529164655
6.696470337337347,3.80246769250042
4.752309782325632,9.377143997315839
5.244054553857354,8.204568433806914
6.465637870934915,3.8676497985925637
4.020182689980621,-0.35208397693941773
6.556040361770207,4.744847830891962
2.4016628188216234,6.030946929260116
5.363853808073976,8.697845719669974
3.3620084803871855,-0.7046496922655132
2.700721854619938,-0.4485410345989189
5.8682087669137735,8.288600648276987
4.055634337061444,0.19866910476079802
6.844914349321542,3.465498967592382
6.2822113771670605,4.475612859649582
6.322718625454623,3.8993557918777064
6.756254583664915,3.6303220162152967
5.762753429863945,4.091970967344279
1.7735858590786817,0.018065222032754846
4.921580743593126,3.9954828766363653
9.58288905328736,7.753630824137722
0.9710071075823434,0.9629354729470898
6.3826504263122334,3.885612997251262
6.247693466773603,8.529013983144159
6.027711155151032,8.203740640091421
1.3286006821594232,1.4129958742666675
8.392732791530968,2.6199365082344404
6.708860645422943,3.9846449198633627
5.722789388566742,9.020007884420254
2.2771271321191686,0.1160019181551113
1.3075818206801189,0.49626819553093116
2.3935909500723866,-0.12298448749198165
1.7171894569301434,0.014724228867591282
5.890749345081121,3.0383519852856224
2.157966397133131,0.45653889252628366
7.435776138404734,2.741806089938689
1.3157640191307958,-0.29958564619990025
4.419992472118089,-0.4067999467367098
3.5390771177741582,8.19336846136525
3.502517660829077,8.717619537334837
6.309561477294649,8.253533471081242
6.257548184516363,7.476538919191214
4.584064790606728,-0.36940912133556925
2.303013618542724,-0.18939396180597434
2.7219765115674486,3.4974808983818715
4.11764652470576,8.004962217636264
5.19604494479396,7.4225609755997874
6.657441024053625,3.3119751176384495
6.678101805753312,8.15905381582147
0.873647619471676,1.1288178638511526
5.003333195302572,4.794580930667634
5.44420779712633,3.342475110785301
0.9922409497664229,1.2309150650726042
4.141869661270361,-0.6236071753658337
7.9606133599873345,7.586940558235969
6.261644283731609,3.9149125642001996
0.1906334076744809,0.9649663324798827
5.404277142138845,8.187400696620283
6.083576334453924,8.312284047783013
1.1308713228622993,0.26207521904946995
7.422528298908125,3.200621936810409
6.172428174025975,8.335440412114696
1.304237985448732,0.38268501819826284
5.0192745522486515,3.256371152968871
0.8971744733808233,0.9084608423259817
7.267142431665664,8.841955722016275
-0.16891998432296879,2.710371577101868
7.610896015633008,3.9078894850747297
7.230074034839532,3.2415676441674477
3.4975376130213616,0.18495180740271167
1.5202715698894416,0.27732928344859786
6.191213742110114,4.6759760074090515
8.746506138251453,6.052296854694529
3.899367302858912,0.4092956393155127
2.063336567041705,-0.7101640895016295
6.33456696241402,8.397256754258589
